hg38_chrom	hg38_pos	hg19_chrom	hg19_pos
chr7	116486256	chr7	116126310
chr7	116486837	chr7	116126891
chr7	116487045	chr7	116127099
chr7	116488216	chr7	116128270
chr7	116488594	chr7	116128648
chr7	116488594	chr7	116128648
chr7	116488616	chr7	116128670
chr7	116488616	chr7	116128670
chr7	116490379	chr7	116130433
chr1	58544750	chr1	59010422
chr1	58544750	chr1	59010422
chr7	116490729	chr7	116130783
chr7	116493192	chr7	116133246
chr7	116494116	chr7	116134170
chr7	116494579	chr7	116134633
chr7	116494579	chr7	116134633
chr7	116495866	chr7	116135920
chr7	116497431	chr7	116137485
chr1	58544783	chr1	59010455
chr1	58544783	chr1	59010455
chr7	116497623	chr7	116137677
chr7	116498515	chr7	116138569
chr7	116498515	chr7	116138569
chr7	116498515	chr7	116138569
chr7	116498515	chr7	116138569
chr7	116498522	chr7	116138576
chr7	116498522	chr7	116138576
chr7	116498522	chr7	116138576
chr7	116498522	chr7	116138576
chr7	116498545	chr7	116138599
chr7	116498545	chr7	116138599
chr7	116498545	chr7	116138599
chr7	116498545	chr7	116138599
chr7	116498777	chr7	116138831
chr7	116500095	chr7	116140149
chr7	116502404	chr7	116142458
chr7	116503599	chr7	116143653
chr7	116510083	chr7	116150137
chr1	58545232	chr1	59010904
chr1	58545232	chr1	59010904
chr7	116514259	chr7	116154313
chr7	116514729	chr7	116154783
chr7	116515978	chr7	116156032
chr7	116516957	chr7	116157011
chr7	116519968	chr7	116160022
chr7	116532754	chr7	116172808
chr7	116532754	chr7	116172808
chr7	116532796	chr7	116172850
chr7	116532796	chr7	116172850
chr7	116532992	chr7	116173046
chr7	116533209	chr7	116173263
chr1	58545276	chr1	59010948
chr1	58545276	chr1	59010948
chr1	58545276	chr1	59010948
chr1	58545276	chr1	59010948
chr1	58545276	chr1	59010948
chr1	58545276	chr1	59010948
chr1	58545276	chr1	59010948
chr1	58545276	chr1	59010948
chr7	116536920	chr7	116176974
chr7	116538938	chr7	116178992
chr7	116539780	chr7	116179834
chr7	116540681	chr7	116180735
chr7	116542178	chr7	116182232
chr7	116547052	chr7	116187106
chr7	116547636	chr7	116187690
chr7	116547925	chr7	116187979
chr7	116549317	chr7	116189371
chr7	116549317	chr7	116189371
chr7	116549322	chr7	116189376
chr7	116549322	chr7	116189376
chr1	58545331	chr1	59011003
chr1	58545331	chr1	59011003
chr1	58545331	chr1	59011003
chr1	58545331	chr1	59011003
chr7	116549436	chr7	116189490
chr7	116550328	chr7	116190382
chr7	116550415	chr7	116190469
chr7	116555598	chr7	116195652
chr7	116555598	chr7	116195652
chr7	116555598	chr7	116195652
chr7	116555598	chr7	116195652
chr7	116555598	chr7	116195652
chr7	116555602	chr7	116195656
chr7	116555602	chr7	116195656
chr7	116555602	chr7	116195656
chr7	116555621	chr7	116195675
chr7	116555621	chr7	116195675
chr7	116555621	chr7	116195675
chr7	116555621	chr7	116195675
chr7	116555621	chr7	116195675
chr7	116555621	chr7	116195675
chr7	116555621	chr7	116195675
chr7	116555623	chr7	116195677
chr7	116555623	chr7	116195677
chr7	116555623	chr7	116195677
chr7	116555623	chr7	116195677
chr7	116555623	chr7	116195677
chr7	116555787	chr7	116195841
chr7	116556479	chr7	116196533
chr7	116557518	chr7	116197572
chr1	58545337	chr1	59011009
chr1	58545337	chr1	59011009
chr1	58545337	chr1	59011009
chr1	58545337	chr1	59011009
chr7	116557922	chr7	116197976
chr7	116560326	chr7	116200380
chr7	118137048	chr7	117777102
chr7	118137358	chr7	117777412
chr7	118138183	chr7	117778237
chr7	118142724	chr7	117782778
chr7	118142724	chr7	117782778
chr7	118142767	chr7	117782821
chr7	118142767	chr7	117782821
chr7	118142921	chr7	117782975
chr1	58545465	chr1	59011137
chr1	58545465	chr1	59011137
chr7	118145421	chr7	117785475
chr7	118146309	chr7	117786363
chr7	118149013	chr7	117789067
chr7	118157012	chr7	117797066
chr7	118160679	chr7	117800733
chr7	118165768	chr7	117805822
chr7	118170605	chr7	117810659
chr1	58545506	chr1	59011178
chr1	58545506	chr1	59011178
chr7	118173283	chr7	117813337
chr7	118182326	chr7	117822380
chr7	118182505	chr7	117822559
chr7	118183358	chr7	117823412
chr7	118184185	chr7	117824239
chr7	118185495	chr7	117825549
chr7	118186610	chr7	117826664
chr7	118187940	chr7	117827994
chr7	118187940	chr7	117827994
chr7	118187949	chr7	117828003
chr7	118187949	chr7	117828003
chr1	58545509	chr1	59011181
chr1	58545509	chr1	59011181
chr1	58545509	chr1	59011181
chr1	21433634	chr1	21760127
chr7	118193995	chr7	117834049
chr7	118194709	chr7	117834763
chr7	118194709	chr7	117834763
chr7	118194716	chr7	117834770
chr7	118194716	chr7	117834770
chr7	118194920	chr7	117834974
chr7	118195602	chr7	117835656
chr7	118196171	chr7	117836225
chr7	118196976	chr7	117837030
chr7	118197433	chr7	117837487
chr1	58545901	chr1	59011573
chr7	118198618	chr7	117838672
chr7	118202430	chr7	117842484
chr7	118202762	chr7	117842816
chr7	118203884	chr7	117843938
chr7	118203884	chr7	117843938
chr7	118203945	chr7	117843999
chr7	118207166	chr7	117847220
chr1	58546252	chr1	59011924
chr1	58546252	chr1	59011924
chr1	58546252	chr1	59011924
chr1	58546252	chr1	59011924
chr7	118208330	chr7	117848384
chr7	118208695	chr7	117848749
chr7	118209953	chr7	117850007
chr7	118210315	chr7	117850369
chr7	118218999	chr7	117859053
chr1	58546313	chr1	59011985
chr1	58546313	chr1	59011985
chr1	58546313	chr1	59011985
chr1	58546313	chr1	59011985
chr7	118219850	chr7	117859904
chr7	118219850	chr7	117859904
chr7	118219893	chr7	117859947
chr7	118219893	chr7	117859947
chr7	118220529	chr7	117860583
chr7	118220623	chr7	117860677
chr7	118220623	chr7	117860677
chr7	118220682	chr7	117860736
chr7	118220682	chr7	117860736
chr7	118235480	chr7	117875534
chr7	118241816	chr7	117881870
chr1	58546315	chr1	59011987
chr1	58546315	chr1	59011987
chr1	58546315	chr1	59011987
chr1	58546315	chr1	59011987
chr7	118245683	chr7	117885737
chr7	118245683	chr7	117885737
chr7	118245757	chr7	117885811
chr7	118245757	chr7	117885811
chr7	118252390	chr7	117892444
chr7	118253722	chr7	117893776
chr7	118255311	chr7	117895365
chr7	118259136	chr7	117899190
chr7	118260325	chr7	117900379
chr7	118262933	chr7	117902987
chr1	58546732	chr1	59012404
chr1	58546732	chr1	59012404
chr7	118267050	chr7	117907104
chr7	118269613	chr7	117909667
chr7	118270060	chr7	117910114
chr7	118273030	chr7	117913084
chr7	118273683	chr7	117913737
chr7	118281522	chr7	117921576
chr7	118287350	chr7	117927404
chr7	118290056	chr7	117930110
chr7	118293283	chr7	117933337
chr7	121335819	chr7	120975873
chr1	58546759	chr1	59012431
chr1	58546759	chr1	59012431
chr7	121347296	chr7	120987350
chr7	121348703	chr7	120988757
chr7	121351435	chr7	120991489
chr7	121352654	chr7	120992708
chr7	121352654	chr7	120992708
chr7	121352677	chr7	120992731
chr7	121352677	chr7	120992731
chr7	121352952	chr7	120993006
chr1	58548661	chr1	59014333
chr1	58548661	chr1	59014333
chr7	121354818	chr7	120994872
chr7	121354818	chr7	120994872
chr7	121355392	chr7	120995446
chr7	121355864	chr7	120995918
chr7	121356120	chr7	120996174
chr7	121356196	chr7	120996250
chr7	121356910	chr7	120996964
chr7	121356985	chr7	120997039
chr7	121357315	chr7	120997369
chr7	121358031	chr7	120998085
chr7	121358730	chr7	120998784
chr1	58548709	chr1	59014381
chr1	58548709	chr1	59014381
chr7	121359127	chr7	120999181
chr7	121359283	chr7	120999337
chr7	121360030	chr7	121000084
chr7	121361186	chr7	121001240
chr7	121362134	chr7	121002188
chr7	121362274	chr7	121002328
chr7	121362539	chr7	121002593
chr7	121362822	chr7	121002876
chr7	121362822	chr7	121002876
chr7	121362856	chr7	121002910
chr7	121362856	chr7	121002910
chr7	121363258	chr7	121003312
chr1	58549309	chr1	59014981
chr7	121364749	chr7	121004803
chr7	121365368	chr7	121005422
chr7	121365672	chr7	121005726
chr7	121366687	chr7	121006741
chr7	121367289	chr7	121007343
chr7	121367947	chr7	121008001
chr7	121368149	chr7	121008203
chr7	121368228	chr7	121008282
chr7	121368486	chr7	121008540
chr7	121368953	chr7	121009007
chr1	58550578	chr1	59016250
chr1	21436639	chr1	21763132
chr7	121369052	chr7	121009106
chr7	121369234	chr7	121009288
chr7	121369234	chr7	121009288
chr7	121369271	chr7	121009325
chr7	121369271	chr7	121009325
chr7	121369271	chr7	121009325
chr7	121369271	chr7	121009325
chr7	121369316	chr7	121009370
chr7	121369316	chr7	121009370
chr7	121369899	chr7	121009953
chr7	121369899	chr7	121009953
chr7	121369939	chr7	121009993
chr7	121369939	chr7	121009993
chr7	121370155	chr7	121010209
chr7	121370358	chr7	121010412
chr7	121370358	chr7	121010412
chr7	121370361	chr7	121010415
chr7	121370361	chr7	121010415
chr7	121370844	chr7	121010898
chr1	58550928	chr1	59016600
chr7	121371561	chr7	121011615
chr7	121372718	chr7	121012772
chr7	121373922	chr7	121013976
chr7	121374759	chr7	121014813
chr7	121375404	chr7	121015458
chr7	121383507	chr7	121023561
chr7	121384473	chr7	121024527
chr7	121384654	chr7	121024708
chr7	121385241	chr7	121025295
chr7	121385523	chr7	121025577
chr7	128940626	chr7	128580680
chr7	128945050	chr7	128585104
chr7	128949373	chr7	128589427
chr7	128951310	chr7	128591364
chr7	128953894	chr7	128593948
chr7	128955095	chr7	128595149
chr7	128959343	chr7	128599397
chr7	128962088	chr7	128602142
chr1	58555944	chr1	59021616
chr7	128965540	chr7	128605594
chr7	128979361	chr7	128619415
chr7	128988947	chr7	128629001
chr7	128990259	chr7	128630313
chr7	128990977	chr7	128631031
chr7	128993668	chr7	128633722
chr7	128995213	chr7	128635267
chr7	128997940	chr7	128637994
chr7	128997940	chr7	128637994
chr7	128997978	chr7	128638032
chr7	128997978	chr7	128638032
chr7	129000134	chr7	128640188
chr1	58556224	chr1	59021896
chr7	129000239	chr7	128640293
chr7	129005238	chr7	128645292
chr7	129005459	chr7	128645513
chr7	129011778	chr7	128651832
chr7	129014602	chr7	128654656
chr7	129015864	chr7	128655918
chr7	129025699	chr7	128665753
chr7	129028456	chr7	128668510
chr7	129031047	chr7	128671101
chr1	58558390	chr1	59024062
chr7	129034365	chr7	128674419
chr7	129035799	chr7	128675853
chr7	129038182	chr7	128678236
chr7	129041243	chr7	128681297
chr7	129042958	chr7	128683012
chr7	129045200	chr7	128685254
chr7	129046284	chr7	128686338
chr7	129058985	chr7	128699039
chr1	58558763	chr1	59024435
chr7	129435827	chr7	129075668
chr7	129437225	chr7	129077066
chr7	129437528	chr7	129077369
chr7	129439381	chr7	129079222
chr7	129439451	chr7	129079292
chr7	129439451	chr7	129079292
chr7	129441824	chr7	129081665
chr7	129441949	chr7	129081790
chr7	129447094	chr7	129086935
chr7	129447901	chr7	129087742
chr7	129454354	chr7	129094195
chr1	58559419	chr1	59025091
chr1	58559419	chr1	59025091
chr7	129456935	chr7	129096776
chr7	129463387	chr7	129103228
chr7	129465694	chr7	129105535
chr7	129472655	chr7	129112496
chr7	129476936	chr7	129116777
chr7	129479538	chr7	129119379
chr7	129485984	chr7	129125825
chr7	129488881	chr7	129128722
chr7	129488881	chr7	129128722
chr1	58559475	chr1	59025147
chr1	58559475	chr1	59025147
chr7	129488935	chr7	129128776
chr7	129488935	chr7	129128776
chr7	129494131	chr7	129133972
chr7	129496842	chr7	129136683
chr7	129497999	chr7	129137840
chr7	129499584	chr7	129139425
chr7	129500149	chr7	129139990
chr7	143609969	chr7	143307062
chr7	144076758	chr7	143773851
chr1	58560116	chr1	59025788
chr7	144082269	chr7	143779362
chr7	144084303	chr7	143781396
chr7	144084303	chr7	143781396
chr7	144084345	chr7	143781438
chr7	144084345	chr7	143781438
chr7	144088044	chr7	143785137
chr7	144089676	chr7	143786769
chr7	144092111	chr7	143789204
chr7	144093014	chr7	143790107
chr1	58561876	chr1	59027548
chr1	21440112	chr1	21766605
chr1	21440112	chr1	21766605
chr7	144093049	chr7	143790142
chr7	144094884	chr7	143791977
chr7	144095898	chr7	143792991
chr7	144096069	chr7	143793162
chr7	144096535	chr7	143793628
chr7	144097045	chr7	143794138
chr7	144097223	chr7	143794316
chr1	58561968	chr1	59027640
chr7	144097314	chr7	143794407
chr7	144097706	chr7	143794799
chr7	144098305	chr7	143795398
chr7	144098682	chr7	143795775
chr7	144099569	chr7	143796662
chr7	144099798	chr7	143796891
chr7	144100253	chr7	143797346
chr7	144102595	chr7	143799688
chr1	58562415	chr1	59028087
chr7	144102818	chr7	143799911
chr7	144103366	chr7	143800459
chr7	144103587	chr7	143800680
chr7	144103587	chr7	143800680
chr7	144103641	chr7	143800734
chr7	144103641	chr7	143800734
chr7	144106594	chr7	143803687
chr7	144106885	chr7	143803978
chr7	144106935	chr7	143804028
chr7	144106935	chr7	143804028
chr7	144107378	chr7	143804471
chr7	144109324	chr7	143806417
chr7	144109595	chr7	143806688
chr1	58564062	chr1	59029734
chr7	144110211	chr7	143807304
chr7	144110573	chr7	143807666
chr7	144111084	chr7	143808177
chr7	144111656	chr7	143808749
chr7	144113159	chr7	143810252
chr7	144113276	chr7	143810369
chr7	144113467	chr7	143810560
chr7	144115682	chr7	143812775
chr7	144116080	chr7	143813173
chr7	144117545	chr7	143814638
chr1	58564592	chr1	59030264
chr7	144119971	chr7	143817064
chr7	144121735	chr7	143818828
chr7	144122309	chr7	143819402
chr7	144123444	chr7	143820537
chr7	144124258	chr7	143821351
chr7	144126740	chr7	143823833
chr7	144161304	chr7	143858397
chr7	144161831	chr7	143858924
chr7	144162933	chr7	143860026
chr7	144163565	chr7	143860658
chr1	58566370	chr1	59032042
chr7	144163791	chr7	143860884
chr7	144164030	chr7	143861123
chr7	144164657	chr7	143861750
chr7	144164843	chr7	143861936
chr7	144164843	chr7	143861936
chr7	144164906	chr7	143861999
chr7	144166163	chr7	143863256
chr7	144169502	chr7	143866595
chr7	144171477	chr7	143868570
chr7	144172128	chr7	143869221
chr7	144173329	chr7	143870422
chr1	58569028	chr1	59034700
chr7	144176284	chr7	143873377
chr7	144177389	chr7	143874482
chr7	144256440	chr7	143953533
chr7	144256774	chr7	143953867
chr7	144256885	chr7	143953978
chr7	144258010	chr7	143955103
chr1	58569229	chr1	59034901
chr7	144297241	chr7	143994334
chr7	144816273	chr7	144513366
chr7	144818781	chr7	144515874
chr7	144827131	chr7	144524224
chr7	144828403	chr7	144525496
chr7	144830387	chr7	144527480
chr7	144830839	chr7	144527932
chr7	144831518	chr7	144528611
chr7	144835011	chr7	144532104
chr7	144841361	chr7	144538454
chr1	58570469	chr1	59036141
chr7	144844213	chr7	144541306
chr7	144845223	chr7	144542316
chr7	144848282	chr7	144545375
chr7	144848943	chr7	144546036
chr7	144849225	chr7	144546318
chr7	144850525	chr7	144547618
chr7	144850953	chr7	144548046
chr1	58571240	chr1	59036912
chr7	144852478	chr7	144549571
chr7	144854086	chr7	144551179
chr7	144870833	chr7	144567926
chr7	144871013	chr7	144568106
chr7	150305726	chr7	150002815
chr7	150307155	chr7	150004244
chr7	150319434	chr7	150016523
chr7	150319608	chr7	150016697
chr1	58571928	chr1	59037600
chr1	58571928	chr1	59037600
chr7	150320125	chr7	150017214
chr7	150320125	chr7	150017214
chr7	150320139	chr7	150017228
chr7	150320139	chr7	150017228
chr7	150320319	chr7	150017408
chr7	150320500	chr7	150017589
chr7	150321007	chr7	150018096
chr7	150322539	chr7	150019628
chr7	150322539	chr7	150019628
chr7	150322545	chr7	150019634
chr7	150322545	chr7	150019634
chr7	150323292	chr7	150020381
chr7	150323292	chr7	150020381
chr7	150323333	chr7	150020422
chr7	150323333	chr7	150020422
chr7	150323333	chr7	150020422
chr7	150323333	chr7	150020422
chr7	150323333	chr7	150020422
chr7	150323333	chr7	150020422
chr7	150323333	chr7	150020422
chr7	150323333	chr7	150020422
chr7	150323368	chr7	150020457
chr7	150323368	chr7	150020457
chr7	150323368	chr7	150020457
chr7	150323368	chr7	150020457
chr7	150323368	chr7	150020457
chr7	150323368	chr7	150020457
chr1	58571980	chr1	59037652
chr1	58571980	chr1	59037652
chr7	150323400	chr7	150020489
chr7	150323400	chr7	150020489
chr7	150323400	chr7	150020489
chr7	150323400	chr7	150020489
chr7	150323437	chr7	150020526
chr7	150323437	chr7	150020526
chr7	150323437	chr7	150020526
chr7	150324193	chr7	150021282
chr7	150324193	chr7	150021282
chr7	150324193	chr7	150021282
chr7	150324193	chr7	150021282
chr7	150324195	chr7	150021284
chr7	150324195	chr7	150021284
chr7	150324195	chr7	150021284
chr7	150324195	chr7	150021284
chr7	150324261	chr7	150021350
chr7	150324261	chr7	150021350
chr7	150324261	chr7	150021350
chr7	150324261	chr7	150021350
chr7	150324510	chr7	150021599
chr7	150324510	chr7	150021599
chr7	150324555	chr7	150021644
chr7	150324555	chr7	150021644
chr7	150326169	chr7	150023258
chr1	58572787	chr1	59038459
chr7	150326852	chr7	150023941
chr7	150328278	chr7	150025367
chr7	150328478	chr7	150025567
chr7	150328631	chr7	150025720
chr7	150328631	chr7	150025720
chr7	150328645	chr7	150025734
chr7	150328645	chr7	150025734
chr7	150328826	chr7	150025915
chr7	150328826	chr7	150025915
chr7	150328877	chr7	150025966
chr7	150328877	chr7	150025966
chr7	150329250	chr7	150026339
chr7	150329478	chr7	150026567
chr7	150329664	chr7	150026753
chr1	58572877	chr1	59038549
chr7	150330195	chr7	150027284
chr7	150330195	chr7	150027284
chr7	150330235	chr7	150027324
chr7	150330235	chr7	150027324
chr7	150331869	chr7	150028958
chr7	150333102	chr7	150030191
chr7	150333874	chr7	150030963
chr7	150336793	chr7	150033882
chr7	150337095	chr7	150034184
chr7	150337289	chr7	150034378
chr7	150338094	chr7	150035183
chr7	150338370	chr7	150035459
chr7	150338370	chr7	150035459
chr1	58573589	chr1	59039261
chr7	150338411	chr7	150035500
chr7	150338411	chr7	150035500
chr7	150340571	chr7	150037660
chr7	150340838	chr7	150037927
chr7	150340838	chr7	150037927
chr7	150340883	chr7	150037972
chr7	150340934	chr7	150038023
chr7	150342466	chr7	150039555
chr7	150344747	chr7	150041836
chr7	150345704	chr7	150042793
chr1	58573766	chr1	59039438
chr7	150346116	chr7	150043205
chr7	150348213	chr7	150045302
chr7	150349146	chr7	150046235
chr7	150349146	chr7	150046235
chr7	150349187	chr7	150046276
chr7	150349187	chr7	150046276
chr7	150349856	chr7	150046945
chr7	158858396	chr7	158651087
chr1	58574498	chr1	59040170
chr1	58574498	chr1	59040170
chr7	158862843	chr7	158655534
chr7	158864118	chr7	158656809
chr7	158866329	chr7	158659020
chr7	158868232	chr7	158660923
chr7	158868232	chr7	158660923
chr7	158868286	chr7	158660977
chr7	158868286	chr7	158660977
chr7	158870149	chr7	158662840
chr7	158870551	chr7	158663242
chr7	158873296	chr7	158665987
chr7	158874488	chr7	158667179
chr1	58574506	chr1	59040178
chr1	58574506	chr1	59040178
chr7	158874746	chr7	158667437
chr7	158876346	chr7	158669037
chr7	158878425	chr7	158671116
chr7	158881830	chr7	158674521
chr7	158882734	chr7	158675425
chr7	158883598	chr7	158676289
chr7	158883857	chr7	158676548
chr7	158892805	chr7	158685496
chr1	58577781	chr1	59043453
chr1	58577781	chr1	59043453
chr8	2129084	chr8	2077072
chr8	2130827	chr8	2078815
chr8	8226302	chr8	8083824
chr8	11480078	chr8	11337587
chr8	11480302	chr8	11337811
chr8	11480861	chr8	11338370
chr8	11482373	chr8	11339882
chr1	58577785	chr1	59043457
chr1	58577785	chr1	59043457
chr8	11484371	chr8	11341880
chr8	11484371	chr8	11341880
chr8	11484374	chr8	11341883
chr8	11484374	chr8	11341883
chr8	11486464	chr8	11343973
chr8	11486618	chr8	11344127
chr8	11490324	chr8	11347833
chr8	11491452	chr8	11348961
chr8	11491677	chr8	11349186
chr8	11493510	chr8	11351019
chr8	11495032	chr8	11352541
chr1	58582260	chr1	59047932
chr1	21440170	chr1	21766663
chr1	21440170	chr1	21766663
chr8	11495491	chr8	11353000
chr8	11495601	chr8	11353110
chr8	16477028	chr8	16334537
chr8	18067822	chr8	17925331
chr8	22094087	chr8	21951598
chr8	22104323	chr8	21961834
chr8	22105096	chr8	21962607
chr8	22105706	chr8	21963217
chr8	22105784	chr8	21963295
chr1	58585904	chr1	59051576
chr8	22105918	chr8	21963429
chr8	22106547	chr8	21964058
chr8	22106708	chr8	21964219
chr8	22106708	chr8	21964219
chr8	22106713	chr8	21964224
chr8	22106713	chr8	21964224
chr8	22106867	chr8	21964378
chr8	22107050	chr8	21964561
chr8	22107602	chr8	21965113
chr8	22108928	chr8	21966439
chr1	61723869	chr1	62189541
chr8	22110345	chr8	21967858
chr8	22110801	chr8	21968314
chr8	22111024	chr8	21968537
chr8	22111910	chr8	21969423
chr8	22112717	chr8	21970230
chr8	22112913	chr8	21970426
chr8	22112913	chr8	21970426
chr8	22112977	chr8	21970490
chr8	22112977	chr8	21970490
chr8	22114133	chr8	21971646
chr8	22116519	chr8	21974032
chr1	62216833	chr1	62682505
chr8	22117698	chr8	21975211
chr8	23577604	chr8	23435117
chr8	23581795	chr8	23439308
chr8	23583706	chr8	23441219
chr8	29051898	chr8	28909415
chr8	29052006	chr8	28909523
chr8	30678143	chr8	30535660
chr8	30680481	chr8	30537998
chr8	30684418	chr8	30541935
chr8	33426240	chr8	33283758
chr1	62218489	chr1	62684161
chr8	33426922	chr8	33284440
chr8	33430191	chr8	33287709
chr8	33430284	chr8	33287802
chr8	33432052	chr8	33289570
chr8	33433005	chr8	33290523
chr8	33433606	chr8	33291124
chr8	33437226	chr8	33294744
chr8	33437398	chr8	33294916
chr1	62219867	chr1	62685539
chr8	33438597	chr8	33296115
chr8	33442097	chr8	33299615
chr8	33442301	chr8	33299819
chr8	33442301	chr8	33299819
chr8	33442301	chr8	33299819
chr8	33442301	chr8	33299819
chr8	33442302	chr8	33299820
chr8	33442302	chr8	33299820
chr8	33442302	chr8	33299820
chr8	33442302	chr8	33299820
chr8	33442375	chr8	33299893
chr8	33442375	chr8	33299893
chr8	33442413	chr8	33299931
chr8	33442413	chr8	33299931
chr8	33442413	chr8	33299931
chr8	33442413	chr8	33299931
chr8	33442433	chr8	33299951
chr8	33442433	chr8	33299951
chr8	33442509	chr8	33300027
chr8	33442631	chr8	33300149
chr8	33442652	chr8	33300170
chr1	62220843	chr1	62686515
chr8	33443035	chr8	33300553
chr8	33443255	chr8	33300773
chr8	33447176	chr8	33304694
chr8	33447685	chr8	33305203
chr8	33448185	chr8	33305703
chr8	33448185	chr8	33305703
chr8	33448185	chr8	33305703
chr8	33448185	chr8	33305703
chr8	33448186	chr8	33305704
chr8	33448186	chr8	33305704
chr8	33448186	chr8	33305704
chr8	33448186	chr8	33305704
chr8	33449822	chr8	33307340
chr8	33450748	chr8	33308266
chr8	33452356	chr8	33309874
chr1	62225183	chr1	62690855
chr8	33452475	chr8	33309993
chr8	33453573	chr8	33311091
chr8	33453680	chr8	33311198
chr8	33456867	chr8	33314385
chr8	33459357	chr8	33316875
chr8	33459501	chr8	33317019
chr8	33459596	chr8	33317114
chr8	33460160	chr8	33317678
chr8	33462905	chr8	33320423
chr8	33463294	chr8	33320812
chr8	33465609	chr8	33323127
chr8	33465901	chr8	33323419
chr8	33466324	chr8	33323842
chr8	33466997	chr8	33324515
chr8	33467537	chr8	33325055
chr8	33467653	chr8	33325171
chr1	63462526	chr1	63928197
chr8	33469884	chr8	33327402
chr8	33470044	chr8	33327562
chr8	33473052	chr8	33330570
chr8	33473169	chr8	33330687
chr8	33473169	chr8	33330687
chr8	33473170	chr8	33330688
chr8	33473170	chr8	33330688
chr8	33475515	chr8	33333033
chr8	33478557	chr8	33336075
chr8	33478688	chr8	33336206
chr8	33478688	chr8	33336206
chr8	33478758	chr8	33336276
chr8	33478758	chr8	33336276
chr8	33478979	chr8	33336497
chr1	63463726	chr1	63929397
chr1	21440603	chr1	21767096
chr8	33479174	chr8	33336692
chr8	33480720	chr8	33338238
chr8	33482194	chr8	33339712
chr8	33483673	chr8	33341191
chr8	33483877	chr8	33341395
chr8	33484315	chr8	33341833
chr8	33484500	chr8	33342018
chr8	33484800	chr8	33342318
chr8	33484926	chr8	33342444
chr8	33484926	chr8	33342444
chr8	33484977	chr8	33342495
chr8	33484977	chr8	33342495
chr1	63464190	chr1	63929861
chr8	33485503	chr8	33343021
chr8	33485503	chr8	33343021
chr8	33485541	chr8	33343059
chr8	33485541	chr8	33343059
chr8	33485791	chr8	33343309
chr8	33486501	chr8	33344019
chr8	33487684	chr8	33345202
chr8	33488114	chr8	33345632
chr8	33490389	chr8	33347907
chr8	33490586	chr8	33348104
chr8	33492675	chr8	33350193
chr8	33494549	chr8	33352067
chr8	33495810	chr8	33353328
chr8	33497769	chr8	33355287
chr8	33498368	chr8	33355886
chr8	33498556	chr8	33356074
chr8	33499043	chr8	33356561
chr8	33500644	chr8	33358162
chr8	33500752	chr8	33358270
chr1	63468149	chr1	63933820
chr8	33501212	chr8	33358730
chr8	33502010	chr8	33359528
chr8	33502689	chr8	33360207
chr8	33503189	chr8	33360707
chr8	33504219	chr8	33361737
chr8	33504219	chr8	33361737
chr8	33504221	chr8	33361739
chr8	33504221	chr8	33361739
chr8	33504488	chr8	33362006
chr8	33504488	chr8	33362006
chr8	33504546	chr8	33362064
chr8	33504546	chr8	33362064
chr8	33504882	chr8	33362400
chr8	33505974	chr8	33363492
chr1	63468600	chr1	63934271
chr8	33506075	chr8	33363593
chr8	33506075	chr8	33363593
chr8	33506102	chr8	33363620
chr8	33506102	chr8	33363620
chr8	33506317	chr8	33363835
chr8	33506550	chr8	33364068
chr8	33506637	chr8	33364155
chr8	33506715	chr8	33364233
chr8	33508161	chr8	33365679
chr8	33508514	chr8	33366032
chr8	33508514	chr8	33366032
chr8	33508526	chr8	33366044
chr8	33508526	chr8	33366044
chr1	63470393	chr1	63936064
chr8	33509331	chr8	33366849
chr8	33510135	chr8	33367653
chr8	33510941	chr8	33368459
chr8	33511152	chr8	33368670
chr8	33511564	chr8	33369082
chr8	33512426	chr8	33369944
chr8	33512426	chr8	33369944
chr8	33512476	chr8	33369994
chr8	33512476	chr8	33369994
chr8	33513239	chr8	33370757
chr8	33513628	chr8	33371146
chr8	33513628	chr8	33371146
chr8	33513628	chr8	33371146
chr8	33513628	chr8	33371146
chr8	33513632	chr8	33371150
chr8	33513632	chr8	33371150
chr8	33513632	chr8	33371150
chr8	33513632	chr8	33371150
chr1	63470597	chr1	63936268
chr8	33513681	chr8	33371199
chr8	33513681	chr8	33371199
chr8	33513681	chr8	33371199
chr8	33513681	chr8	33371199
chr8	33513778	chr8	33371296
chr8	33513778	chr8	33371296
chr8	33513838	chr8	33371356
chr8	33513838	chr8	33371356
chr8	33513961	chr8	33371479
chr8	33513961	chr8	33371479
chr8	33514027	chr8	33371545
chr8	33514027	chr8	33371545
chr8	33514705	chr8	33372223
chr8	33514934	chr8	33372452
chr8	33515414	chr8	33372932
chr8	33515552	chr8	33373070
chr8	33515552	chr8	33373070
chr8	33515612	chr8	33373130
chr1	63471396	chr1	63937067
chr8	33516639	chr8	33374157
chr8	33517892	chr8	33375410
chr8	33518028	chr8	33375546
chr8	33518504	chr8	33376022
chr8	33521156	chr8	33378674
chr8	33521373	chr8	33378891
chr8	33521415	chr8	33378933
chr8	33521415	chr8	33378933
chr8	33521506	chr8	33379024
chr8	33522045	chr8	33379563
chr8	33522159	chr8	33379677
chr1	63472931	chr1	63938602
chr8	33522437	chr8	33379955
chr8	33523167	chr8	33380685
chr8	33524408	chr8	33381926
chr8	33525039	chr8	33382557
chr8	42141260	chr8	41998778
chr8	42142274	chr8	41999792
chr8	42143697	chr8	42001215
chr8	42144388	chr8	42001906
chr8	42145300	chr8	42002818
chr1	63475787	chr1	63941458
