label	or	lower	upper	midp.exact	fisher.exact	chi.square	fisher.exact.bh	level	type
IRF4	4.86572968143693	4.20512866578609	5.61612016777041	0	2.6807485190949e-81	1.05986175584999e-121	9.74817643307236e-81	high	tf
KLF5	5.84420711503861	4.89770963410148	6.94230858298436	0	2.93660685436773e-65	1.29594535901357e-109	7.01279248804234e-65	high	tf
MAX	6.82344084267691	5.42852304612376	8.50089551692128	0	1.39202961629576e-44	1.6871249816728e-82	2.39488966244432e-44	high	tf
MAZ	6.53514527849539	5.31570747951241	7.98014345714192	0	1.328107422188e-52	1.24169304223611e-94	2.52972842321524e-52	high	tf
MED1	5.10801424293578	4.42812485042818	5.87899834094037	0	5.84207285114871e-90	6.44862421359681e-136	3.0152634070445e-89	high	tf
MEF2A	4.54838542694611	3.79354825476378	5.42420513118868	0	2.08908620031643e-47	6.36651115862801e-73	3.67311859396296e-47	high	tf
MEF2B	5.07920124966604	4.30775826400472	5.96532907407577	0	1.66000404966069e-65	6.15223136820351e-103	4.08616381454939e-65	high	tf
MEF2C	5.49308579103008	4.24167857066698	7.02274274201176	0	9.88770066086823e-29	4.32145569860117e-49	1.47853467826067e-28	high	tf
MLLT1	4.68196522005691	4.09088005396137	5.34919527383961	0	1.06777442686452e-92	2.75353097486545e-133	7.11849617909677e-92	high	tf
MTA2	4.54573277972629	3.86949748888525	5.32075275747936	0	9.38396410597458e-61	2.81383525521678e-91	2.00191234260791e-60	high	tf
MXI1	7.00634628432369	5.77761777944058	8.45013894521397	0	1.63486281186642e-64	6.76679055189418e-118	3.73682928426609e-64	high	tf
MYB	6.18498271509665	5.15987924069053	7.37783051912078	0	2.14565870722054e-65	9.50780890135786e-113	5.20159686598918e-65	high	tf
MYC	6.37499751160262	5.31415377577482	7.61110430594265	0	1.09522007446623e-66	2.24337411085541e-116	2.8263743857193e-66	high	tf
NBN	5.17319409921235	4.51350221558307	5.91773257865246	0	3.26845326511818e-101	5.94748327861689e-151	8.71587537364847e-100	high	tf
NFATC3	4.73996168049087	4.09046904697374	5.47842878876766	0	3.16821399787362e-77	6.13852923910667e-115	9.21662253926871e-77	high	tf
NIPBL	4.59163897097028	3.75805190228755	5.56969258159327	0	3.15295157910662e-39	2.23729821876713e-61	5.20074487275319e-39	high	tf
NR2C1	7.04053396522826	5.73303501405598	8.59035267633254	0	6.94955095667538e-57	3.25561055978112e-105	1.40750399122539e-56	high	tf
NR2C2	11.279235120253	6.16551563956482	19.5417446175896	3.84656750895829e-11	3.55044439696498e-11	6.5618779877784e-24	4.20793410010664e-11	high	tf
NR2F1	4.90410093387239	4.21143589343602	5.69387058045217	0	1.08750479298162e-74	1.43141572419279e-113	3.05264503293085e-74	high	tf
NR3C1	6.25053770709804	5.31910912753321	7.32074877592481	0	1.39717231817057e-84	2.15780953201391e-142	5.4523797782266e-84	high	tf
NRF1	7.61223017669629	6.06930739268362	9.46996984143841	0	5.33823103759912e-50	1.8452199344102e-96	9.70587461381659e-50	high	tf
PAX5	4.78989814760458	4.18523605185268	5.47230734454266	0	3.47082002315984e-95	7.19157645677737e-138	3.23775547871253e-94	high	tf
PBX3	5.41181275725429	4.68090108926958	6.243066018588	0	2.04046839382885e-92	3.73239589578434e-143	1.19323184613737e-91	high	tf
PKNOX1	4.98233569048587	4.33397512125769	5.71616576382456	0	2.05929585793354e-92	2.82669010868617e-137	1.19323184613737e-91	high	tf
PML	4.85260985463675	4.11031379313677	5.70609762325269	0	2.53762564730049e-61	5.82163249561947e-95	5.48675815632538e-61	high	tf
POU2F2	4.63491538095082	4.05830754372407	5.28550060704615	0	5.86147386078875e-95	2.94735595141146e-135	4.93597798803263e-94	high	tf
RB1	5.32617300397232	4.6310043174999	6.11343701461959	0	1.06686500744929e-98	4.62046657181628e-150	1.42248667659906e-97	high	tf
RBBP5	6.43983038969557	4.62052208796094	8.79043496851407	0	7.46667295836754e-21	6.11917880797248e-38	9.95556394449006e-21	high	tf
RELA	5.54464714325857	4.81155238373406	6.37601531563091	0	8.46297876938968e-100	1.38542629924917e-154	1.69259575387794e-98	high	tf
RELB	5.07498088134775	4.43952710014944	5.79118519814846	0	1.18911857716521e-103	2.03692214227815e-152	9.5129486173217e-102	high	tf
REST	6.02715171450837	5.10895039212916	7.08440395489543	0	1.66345118245101e-77	1.24918950332334e-129	4.92874424429928e-77	high	tf
RNF2	6.09826138488486	5.20668415294812	7.12008952827042	0	2.25436347332682e-86	2.69960418580809e-143	9.49205672979712e-86	high	tf
RUNX3	4.55909050488998	3.97477456776929	5.2190223390559	0	1.26144507784223e-86	3.06171584226108e-124	5.60642256818768e-86	high	tf
RXRA	5.95715478512541	4.99341861147965	7.07469012382293	0	1.13834396896768e-66	9.52431629256203e-113	2.89103230214014e-66	high	tf
SIX5	6.86531836422035	5.78380250343046	8.11709153536453	0	4.04422724759878e-81	1.6412112982001e-143	1.4379474658129e-80	high	tf
SMAD1	5.15679199121561	4.31203214249174	6.13654786130792	0	5.69845895926128e-56	5.53551856085033e-90	1.12562152281704e-55	high	tf
SMAD5	5.04643639543508	4.27600444845508	5.9320547260887	0	2.80653870019278e-64	6.6269843796273e-101	6.32459425395556e-64	high	tf
SMARCA5	4.92053652263367	4.23802222603523	5.69744525709371	0	3.12382079951246e-78	2.0711665670384e-118	9.80022211611753e-78	high	tf
SMC1A	4.38620581161667	3.73687723806623	5.13028754627261	0	6.12137061220539e-59	2.48437621842935e-87	1.28870960256956e-58	high	tf
SP1	5.45964369319435	4.75238303495673	6.2601672528529	0	3.41631570736356e-103	1.06039705024796e-157	1.82203504392723e-101	high	tf
SPI1	4.74422073874537	4.09154494688593	5.4865967361614	0	1.41016279970727e-76	3.69945704966998e-114	4.02903657059219e-76	high	tf
SREBF1	8.9475047818839	6.36521012861725	12.3357230085423	0	5.39919672275386e-26	3.49905660205681e-54	7.71313817536265e-26	high	tf
SREBF2	7.81066734040665	4.50688891835309	12.8170707898438	4.11669809352588e-10	3.67217308739762e-10	7.32889279708957e-19	4.3202036322325e-10	high	tf
SRF	6.12841296908304	5.18882903368419	7.21113211146312	0	1.26268642214266e-77	7.71151049263978e-131	3.88518899120817e-77	high	tf
STAT1	6.01841335771095	4.85098677005101	7.40643544185787	0	1.17040074990506e-44	3.18371856004787e-78	2.03547956505227e-44	high	tf
SUZ12	6.17864876796517	4.83227860840085	7.815226011343	0	2.24289268213386e-35	2.91183135248794e-63	3.55309731823186e-35	high	tf
TAF1	5.81971883272147	5.03387378851091	6.71337336294227	0	1.10166937897849e-99	2.99053269516192e-158	1.9585233404062e-98	high	tf
TARDBP	4.91553005637932	4.28557976481477	5.62745655271793	0	1.73698828737809e-94	7.0849943889827e-139	1.32341964752617e-93	high	tf
TBL1XR1	3.51140144751342	1.965534734687	5.80935933677833	9.68369962346394e-05	7.66418295552387e-05	3.90590389290514e-06	8.17512848589212e-05	high	tf
TBP	6.56367195797899	5.4431624582688	7.87376442982497	0	1.23547337428026e-64	1.19969839457543e-114	2.90699617477708e-64	high	tf
TCF12	4.99866940352053	4.36022953445309	5.72009616122697	0	4.46703699605798e-97	2.88688697705717e-143	4.76483946246184e-96	high	tf
TCF3	5.01474839368853	4.36683930762421	5.74763349210208	0	9.96665728316253e-95	1.30917956010819e-140	7.97332582653003e-94	high	tf
TRIM22	4.85272665592981	4.22661137951544	5.56072021305965	0	1.31723147508236e-91	1.91699327613435e-134	7.26748400045438e-91	high	tf
UBTF	6.09659808694994	4.82213777650613	7.6337785172459	0	2.74784193688079e-38	6.59741305170967e-68	4.48627255000946e-38	high	tf
USF1	6.35876596074645	5.04303397020893	7.94384461762265	0	1.00893410839793e-40	2.23541394333096e-73	1.68155684732988e-40	high	tf
USF2	6.61631016972948	5.63210687364277	7.74941170155048	0	1.13237853969331e-89	5.92034584939886e-154	5.32884018679204e-89	high	tf
YY1	4.99328879535932	4.37024028621163	5.69594770585836	0	1.14179303760003e-102	5.88413684349906e-150	4.56717215040012e-101	high	tf
ZBTB2	4.71392517271545	4.02552396054905	5.50150656090977	0	4.34158346026632e-66	4.37383021062803e-100	1.08539586506658e-65	high	tf
ZBTB33	5.07691648446121	4.25864596306199	6.02409282651606	0	3.94404141042488e-57	5.17428408732397e-91	8.0903413547177e-57	high	tf
ZBTB40	5.98316347635322	5.11338137730107	6.980640803215	0	6.55181740887189e-86	2.55943669281174e-141	2.68792509081924e-85	high	tf
ZEB1	5.32643477324704	4.61614852294965	6.13235129393816	0	1.06652352129697e-93	1.13381212064449e-143	7.41929406119628e-93	high	tf
ZFP36	5.83455263027196	4.97255042245221	6.82253524371167	0	1.18292913621234e-80	3.70981512678461e-132	3.94309712070781e-80	high	tf
ZNF143	5.38945376029347	4.69094834922523	6.17991298487878	0	1.14516036329858e-101	9.7455898467216e-155	3.66451316255544e-100	high	tf
ZNF18	5.6706276112566	4.64313541521392	6.87985490299936	0	4.20029565539521e-49	2.75101263718537e-83	7.46719227625815e-49	high	tf
ZNF207	5.51676945334033	4.72998682500411	6.4156001033003	0	8.56948139537565e-83	1.45943628173588e-131	3.18864424013978e-82	high	tf
ZNF592	5.28498578702748	3.73590073392308	7.29452191608671	4.44089209850063e-16	3.8119749700155e-16	6.35480832273025e-27	4.87932796161984e-16	high	tf
ZNF687	5.5743060754709	4.76810552625871	6.49714408659814	0	5.8323525358316e-81	1.08065709295265e-129	1.98548171432565e-80	high	tf
ZSCAN29	6.49602583376031	4.57162212847821	9.0138794800699	0	5.79309086696642e-19	1.62768040390232e-34	7.59749621897236e-19	high	tf
CTCF	4.51378397303458	3.79005314587848	5.35060315743599	0	8.59341275702365e-51	2.07069779725518e-77	1.61758357779269e-50	high	tf
RAD21	3.50638232955181	2.84696701521016	4.2825936402926	0	3.02494098574762e-26	3.80278587680181e-37	4.36027529477134e-26	high	tf
RAD51	4.97010457719869	4.13393322338367	5.94349303554424	0	1.125201887424e-50	9.07605208264073e-81	2.09339886032372e-50	high	tf
ARNT	5.18567455844272	4.23892521870426	6.2997453940003	0	4.06675249209961e-44	2.2014506681404e-72	6.84926735511513e-44	high	tf
CEBPZ	7.88963259145697	5.98971831828291	10.2604394845747	0	4.26876595243985e-35	1.44942241976525e-69	6.69610345480761e-35	high	tf
CHD4	4.47601909023587	3.21076396121041	6.09421909418596	1.02140518265514e-14	8.32008194352392e-15	4.60921800324862e-23	1.04001024294049e-14	high	tf
DRAP1	3.50474484067182	2.52296186535803	4.75153252371877	2.13011830396681e-11	1.66761040775084e-11	3.86503391293721e-16	2.02134594878889e-11	high	tf
MAFF	6.49277420640313	5.03108546230315	8.28258858521827	0	1.90237684455219e-34	5.92402445307483e-63	2.95514849639175e-34	high	tf
SMC3	3.02189870919344	1.97828821774193	4.42529955212195	2.66530492565309e-06	2.0263710842453e-06	3.87752288242335e-08	2.23599567916723e-06	high	tf
ZNF217	3.97988259428751	3.16443452454527	4.95422659340914	0	1.33832311611767e-25	2.91225268485563e-38	1.89497078388342e-25	high	tf
CEBPB	4.16770281412664	3.11942908076659	5.47023148970347	0	1.68000451199062e-17	1.18122475084054e-26	2.16774775740726e-17	high	tf
EP300	5.14879670055226	4.13998960755228	6.34986954701368	0	1.87358488807095e-37	8.7831297141645e-62	3.02801598072073e-37	high	tf
NFYB	8.22652849563541	6.74845083788212	9.9733263049937	0	3.2604098619641e-70	6.98953949145414e-137	8.69442629857093e-70	high	tf
SKIL	4.6391021084895	3.95538357532654	5.42183710786469	0	1.55103040302775e-63	6.48475361941757e-96	3.44673422895056e-63	high	tf
TBX21	4.77992861017748	4.13148208241557	5.51668214576537	0	7.93684282659384e-80	9.47110958607272e-119	2.53978970451003e-79	high	tf
ZBED1	4.20708767207275	3.38712573722574	5.1791662590811	0	2.00923123854142e-30	2.4368876408877e-46	3.03280186949648e-30	high	tf
ZMYM3	3.5456714886097	2.55206148443679	4.80844881363528	1.50000012411056e-11	1.17720271543047e-11	1.96467244633333e-16	1.43780484327386e-11	high	tf
ZNF384	3.87718739672964	2.48457083300066	5.78721145027342	9.04527532874511e-08	7.25931943784866e-08	4.49319266438809e-11	8.23752560323252e-08	high	tf
BMI1	3.55865531550954	2.62769156637348	4.72311992514053	2.40918396343659e-13	1.89095622768747e-13	4.08062872753241e-19	2.32733074176919e-13	high	tf
CHD1	6.91398188091122	4.07023704492534	11.134298161713	8.2158280179101e-10	7.22569048141431e-10	1.79860414202917e-17	8.37761215236442e-10	high	tf
FOS	9.57291688418663	6.95171056067055	12.9704615099914	0	9.1247848425423e-31	5.30280492209246e-66	1.39044340457787e-30	high	tf
IRF3	9.28566132217168	7.32993962636944	11.6667988244854	0	4.70820391767487e-54	4.65116408442351e-113	9.07605574491542e-54	high	tf
JUND	5.39290985088967	4.17208655118246	6.88308523187765	0	1.3005701256985e-28	1.63161151569266e-48	1.92677055659037e-28	high	tf
NFYA	10.7923403851404	7.08904639004769	15.9962061952702	0	2.57383833148396e-20	4.00755457069443e-45	3.40342258708623e-20	high	tf
RFX5	8.0860270762813	5.46750162859759	11.6378778123256	0	1.16678644887092e-18	5.73392461272811e-37	1.51777099040119e-18	high	tf
SIN3A	7.74754859085174	6.08179860735443	9.77611463756664	0	1.77501780286821e-44	6.32245900564514e-87	3.02130689849908e-44	high	tf
ESRRA	4.82362704418698	3.22545004943891	6.96814081534798	2.15318873841852e-11	1.79445795484925e-11	4.24873868444493e-18	2.15874641184873e-11	high	tf
FOXM1	3.91643386504281	3.10745113798137	4.88374023442862	0	1.10141137391773e-24	1.13578093967947e-36	1.53239843327684e-24	high	tf
JUNB	4.09434885912746	3.34762791760844	4.97085445678874	0	4.7273201225974e-34	5.1618637137595e-51	7.27280018861138e-34	high	tf
MTA3	3.35325601232356	2.6951579160378	4.13297468108666	0	1.39321597881212e-22	1.7285046905817e-31	1.88910641194863e-22	high	tf
STAT2	3.53237552955571	2.46974885197396	4.90816574484262	5.72363711981438e-10	4.49304350432936e-10	4.71164637458622e-14	5.24735007804889e-10	high	tf
TCF7	3.61399811005513	2.57076594361523	4.95067927326852	3.96396249158215e-11	3.12476742354638e-11	6.51444271065384e-16	3.73106558035389e-11	high	tf
ZNF24	4.56789271885283	3.54184764260545	5.81632211692202	0	1.46414251735745e-24	6.50488342711644e-39	2.00224617758284e-24	high	tf
ZNF597	4.20312188817466	3.08789723683161	5.60598389325909	1.11022302462516e-15	8.3777690828054e-16	4.40380135483768e-24	1.06384369305465e-15	high	tf
E2F4	7.95874412864013	5.17710377823987	11.838418842554	1.55431223447522e-15	1.32771301502642e-15	2.10239046182957e-30	1.6727093102695e-15	high	tf
ATF2	3.64258188213918	2.95664901346344	4.45004018043538	0	1.68284589988262e-27	1.67663623045866e-39	2.47023251358916e-27	high	tf
BATF3	3.2551341739127	2.16157216845429	4.7146528876033	2.82003304707956e-07	2.17926677491097e-07	9.53614790544316e-10	2.45551185905462e-07	high	tf
NFATC1	2.38305737120316	1.81753362659505	3.07235972132522	5.13954878655909e-09	5.6789012735484e-09	4.48340079569824e-11	6.49017288405531e-09	high	tf
NFIC	3.62786520727009	2.92210346930825	4.46248988407435	0	1.61421649318042e-25	1.12174596619048e-36	2.26556700797252e-25	high	tf
STAT5A	3.38122361049555	2.53715668962654	4.42498004528844	8.97060203897127e-14	6.96635925441474e-14	2.25166836881185e-19	8.64044558687099e-14	high	tf
ELK1	9.02264807354117	6.17692366138202	12.8687984519337	0	1.68866222397832e-21	1.02570950511986e-44	2.2704702171137e-21	high	tf
CBX5	2.55010195267513	1.59573961069421	3.86435738361173	0.000230815499297599	0.000249734375213231	3.67458208683028e-05	0.000262878289698138	high	tf
PAX8	3.49325475107801	2.03030782099924	5.61760118711568	3.54496880783373e-05	2.7978377589181e-05	8.65955039023538e-07	3.00438953977783e-05	high	tf
TSC22D4	2.67809214656604	1.80761937763378	3.82368775452577	5.23721190814896e-06	3.85970148963831e-06	1.8437474000078e-07	4.17265025906845e-06	high	tf
IRF5	3.53650410763075	2.17616262830817	5.44407476242406	3.65435294735761e-06	2.88411905138022e-06	2.58420159070485e-08	3.16067841247147e-06	high	tf
CUX1	3.94328711715515	1.97892231031941	7.07541516652423	0.000336511832092601	0.000273659122622284	1.85401204550132e-05	0.000286179474637683	high	tf
BRCA1	6.30618742749075	3.31043238934108	11.0741253959647	9.69175307563575e-07	8.4518606787824e-07	5.22207007548672e-11	9.39095630975823e-07	high	tf
RCOR1	3.75251035918052	1.54802660724668	7.67542834906475	0.00557473241166773	0.00453329743075236	0.00170442658414699	0.00464953582641267	high	tf
YBX1	5.09702387811977	3.14834787365228	7.85826611589025	6.53049347931756e-09	5.50301904051239e-09	4.05582468311252e-14	6.3344104063452e-09	high	tf
TP73	7.73501977320428	3.64270953118584	14.8420166768284	3.56382723554205e-06	3.1895271810093e-06	1.46392281523082e-10	3.47159421062237e-06	high	tf
ZZZ3	17.2296079204873	3.42739435013841	67.6529028992923	0.00186707809858944	0.00178848448048053	8.61572001674923e-06	0.00184617752823796	high	tf
NFE2	16.9717548733852	6.78533390226668	39.0223444500018	2.58183839640935e-07	2.45323597581256e-07	1.55051615957663e-16	2.74487941349658e-07	high	tf
MAFK	10.2716909299401	3.69351854542906	24.3644408726378	9.00163781680785e-05	8.30639866329385e-05	3.04629493313001e-08	8.80148202733123e-05	high	tf
ZNF622	8.06681176447928	1.7667011906701	25.4324065920234	0.0112068130128882	0.0102424358535089	0.00240113053942238	0.0104381511882894	high	tf
NFXL1	3.24089374742024	1.68718588454331	5.64486040377624	0.000956911596330823	0.000747600231167522	0.000151835256849369	0.000776727512901322	high	tf
WRNIP1	6.25532094670629	0.241659225243286	38.0036914856597	0.201607602866775	0.185687610481303	0.501996537620342	0.185687610481303	high	tf
ZNF274	12.2031629237923	0.425104624550337	104.914255524258	0.115577398492299	0.110757021052001	0.251458981106175	0.112159008660254	high	tf
EZH2	9.26532967686216	0.339227840667384	66.9346692383032	0.14435087169919	0.136471233870638	0.342818173056754	0.137329543517624	high	tf
H3K9ac	1.83368938956098	1.66168028990866	2.02243328028489	0	2.46819340135334e-32	2.37426419363574e-34	9.32260743180948e-32	normal	histone
H3K36me3	0.941127655542947	0.848469132286724	1.04246508329052	0.246211129369613	0.253771593127059	0.257276996683255	0.34605217244599	normal	histone
H3K27me3	0.782171273463673	0.403813471443399	1.40874677105588	0.426447455462326	0.464592281274151	0.506174028907966	0.53606801685479	normal	histone
H3K4me3	1.70930179736494	1.56384835164913	1.86740629186944	0	3.39180170621932e-31	7.94848425526696e-33	1.01754051186579e-30	normal	histone
H4K20me1	0.973788212792257	0.552236452258561	1.63832696525897	0.923048171482455	1	0.999999999999993	1	normal	histone
H3K4me3.1	1.78669553598818	1.6329512803048	1.95408347322668	0	2.24136500509475e-35	1.86480082474092e-37	1.68102375382106e-34	normal	histone
H3K79me2	1.19708681997768	1.09047328244651	1.31288994253572	0.000168980204426461	0.00016842676930555	0.00015913416761044	0.000280711282175917	normal	histone
H3K36me3.1	1.1192512276721	0.985548216835778	1.26848037201849	0.0822585499528259	0.0812794073290651	0.0864045180075187	0.121919110993598	normal	histone
H2AFZ	2.24986316607112	2.00695329193427	2.52126759433682	0	3.17349133488273e-42	5.84820240575302e-46	4.76023700232409e-41	normal	histone
H3K9me3	1.085537919701	0.68842764745219	1.66431292554402	0.715996024129038	0.733118494504399	0.812339646825212	0.785484101254713	normal	histone
H3K4me3.2	1.6755231356017	1.52112098169457	1.84455684261252	0	9.44969612073453e-25	4.32629098165434e-26	2.36242403018363e-24	normal	histone
H3K27ac	1.7393408051226	1.58962151931855	1.90221512701691	0	2.48602864848253e-32	3.95865530361262e-34	9.32260743180948e-32	normal	histone
H3K4me1	1.40028353345412	1.24298227443047	1.57533316814258	4.42126129041043e-08	4.82265764466373e-08	2.70458495889233e-08	9.04248308374449e-08	normal	histone
H3K4me2	1.47300885401636	1.35759731691961	1.59738425659824	0	4.13924893645129e-20	8.37746159214589e-21	8.86981914953848e-20	normal	histone
H3K9ac	4.24821495459339	3.62860217076768	4.95665946603978	0	6.9229850274132e-59	1.5058356653491e-85	5.1922387705599e-58	high	histone
H3K36me3	0.84646590684009	0.638878457231941	1.09937536523418	0.217334164646617	0.244856760068253	0.245151108517729	0.306070950085316	high	histone
H3K27me3	2.20983455738298	0.654972941699099	5.41171943142729	0.176243353628429	0.130972268175652	0.259324034173776	0.178598547512253	high	histone
H3K4me3	3.66394813257951	3.15413670085517	4.24336947379376	0	2.80444741864245e-54	3.57808190165883e-74	8.41334225592734e-54	high	histone
H4K20me1	0.940424765913409	0.143708862229137	2.9939887878863	0.931982241262738	1	0.999999999999311	1	high	histone
H3K4me3.1	3.78260797200355	3.2541419711136	4.38368376860568	0	4.07324322034024e-56	1.42813976322446e-77	1.52746620762759e-55	high	histone
H3K79me2	1.53216277192021	1.24852949895074	1.86358499922009	6.79907632146204e-05	6.44586511985536e-05	3.46151892478222e-05	0.000107431085330923	high	histone
H3K36me3.1	0.905737712836238	0.636811079006733	1.24737952042753	0.55704024620136	0.623258740228752	0.601614607319072	0.719144700263945	high	histone
H2AFZ	5.74163788154237	4.85989148831947	6.75860161671315	0	5.96263950767664e-73	4.25133405477946e-119	8.94395926151496e-72	high	histone
H3K9me3	0.650055594046595	0.0998561161619299	2.04743204790581	0.520361125491085	0.774583401969555	0.667350971239465	0.829910787824523	high	histone
H3K4me3.2	3.45892242541528	2.93542250084804	4.05898310921124	0	1.78191336649138e-41	1.2543406461841e-56	4.45478341622845e-41	high	histone
H3K27ac	3.86177708065277	3.32634895508753	4.47069418605207	0	1.0812377439253e-58	1.60527535810702e-81	5.40618871962649e-58	high	histone
H3K4me1	1.76911855863894	1.37332774393931	2.24547959449382	2.16532591301721e-05	2.04203056031584e-05	6.08796633374553e-06	3.82880730059221e-05	high	histone
H3K4me2	2.6173326756606	2.24797765270665	3.03697956575173	0	6.56069962990215e-31	2.79783546116866e-38	1.4058642064076e-30	high	histone
Tissue invariant	3.32725330541267	2.91353220444029	3.80172640129126	0	7.13323866182846e-69	1.82291523005678e-77	1.14131818589255e-67	normal	chromAcc
Primitive / embryonic	1.26791221268244	1.14436363643988	1.40330053384979	6.68333302566992e-06	6.60329043846399e-06	5.55193513033206e-06	2.11305294030848e-05	normal	chromAcc
Musculoskeletal	1.0281065678588	0.837145968973918	1.25484411592445	0.788818283792444	0.795429623456444	0.834436182071827	0.848458265020206	normal	chromAcc
Placental / trophoblast	1.11330833052601	0.954994304419233	1.29388605637444	0.168789052548257	0.166106033437518	0.179404449794156	0.204438195000022	normal	chromAcc
Digestive	1.00556906363078	0.811750514513006	1.23717065380644	0.958961844731911	0.957191903920126	0.999999999999996	0.957191903920126	normal	chromAcc
Neural	1.161692284945	0.983223239792991	1.36772556178142	0.0779128679096166	0.0823997065791302	0.082882711199448	0.131839530526608	normal	chromAcc
Myeloid / erythroid	1.50948926556946	1.27634970667483	1.78050252501844	2.088249826393e-06	2.2504832203935e-06	1.32869827727081e-06	1.2002577175432e-05	normal	chromAcc
Lymphoid	1.44218102570627	1.27030832712068	1.63470581746808	2.38070372304833e-08	2.47781314884939e-08	1.31912345345867e-08	1.98225051907951e-07	normal	chromAcc
Cancer / epithelial	1.33596636448459	1.09061950253523	1.62895882826272	0.00539754994568398	0.00566867997964332	0.00537578200262835	0.0129569828106133	normal	chromAcc
Stromal B	1.10915431709949	0.967094026577025	1.26900815355782	0.13763875255918	0.1372859147863	0.145364986472181	0.199688603325527	normal	chromAcc
Organ devel. / renal	1.41429815340315	1.15340093876561	1.72672619614289	0.000958467899267346	0.000949696962730239	0.000874552745482765	0.0025325252339473	normal	chromAcc
Renal / cancer	1.16400565751924	0.912185375370868	1.47376720488066	0.21892842757339	0.230343182197683	0.240658826942038	0.263249351083066	normal	chromAcc
Stromal A	2.16843345761001	1.57031638036308	2.98066284704343	3.98013985680734e-06	3.55527984398356e-06	1.81277115646377e-06	1.42211193759342e-05	normal	chromAcc
Cardiac	1.29255276886538	1.00546175277347	1.64937601934073	0.0453148357718312	0.0460927741452186	0.0490284943658281	0.0819427095914997	normal	chromAcc
Vascular / endothelial	1.21912986270838	0.92176124081513	1.59663883143908	0.162401281944348	0.165878678710524	0.180951306164398	0.204438195000022	normal	chromAcc
Pulmonary devel.	1.61430334865484	1.11873594225386	2.30204178620205	0.0110012036527514	0.011843732458664	0.0114089850266518	0.023687464917328	normal	chromAcc
Tissue invariant	10.9033812407406	9.19650664322612	12.8931102625623	0	3.82816586387249e-125	1.39679517648287e-250	6.12506538219599e-124	high	chromAcc
Primitive / embryonic	1.70999640170055	1.36154343192635	2.12396885362742	8.37979096712793e-06	9.10724722141111e-06	2.4760010602874e-06	3.04356712429117e-05	high	chromAcc
Musculoskeletal	1.47120342980952	0.914197746298496	2.23578506080204	0.107296390999274	0.105932848058991	0.12171406325829	0.141243797411988	high	chromAcc
Placental / trophoblast	1.27589849970403	0.870867410232901	1.80152218089366	0.202536930378769	0.184417932755197	0.232125816804499	0.226975917237166	high	chromAcc
Digestive	0.817535934360438	0.419099334590156	1.42175703942361	0.500246489776028	0.577026644792462	0.573774377228651	0.605574832492187	high	chromAcc
Neural	1.50704155453315	1.02116543166459	2.14127645735122	0.0394372775678218	0.0428290872612585	0.0395836990321694	0.0761405995755707	high	chromAcc
Myeloid / erythroid	2.27867478713635	1.62002841695774	3.11828862128946	8.46830502609919e-06	9.51114726340992e-06	7.57555971332572e-07	3.04356712429117e-05	high	chromAcc
Lymphoid	2.23190046392903	1.72480465327327	2.84618431676333	1.01961403764506e-08	8.7612816276128e-09	2.0467037937517e-10	4.67268353472683e-08	high	chromAcc
Cancer / epithelial	1.37927467910958	0.823748334603101	2.15888660862179	0.208933044322561	0.204741999190946	0.250765171829624	0.233990856218224	high	chromAcc
Stromal B	1.8233126681	1.36616256878526	2.38658115763561	8.73573070507838e-05	8.93252732243693e-05	2.84784310741812e-05	0.000238200728598318	high	chromAcc
Organ devel. / renal	2.17827976648741	1.42980616060639	3.17882457132009	0.000541723582406117	0.000527530842472787	0.000165951338830936	0.00120578478279494	high	chromAcc
Renal / cancer	1.79702624957321	1.05366044412801	2.85558821821927	0.0326424600298618	0.0317875648465762	0.0310085983228435	0.0635751296931524	high	chromAcc
Stromal A	5.47392662703585	3.3695457407896	8.47734380452884	2.13614659294592e-09	1.81962692039988e-09	2.77812395380774e-15	1.4557015363199e-08	high	chromAcc
Cardiac	1.16012508814425	0.572105415027412	2.07464968873367	0.655027398811721	0.605574832492187	0.811511719211447	0.605574832492187	high	chromAcc
Vascular / endothelial	1.84908094481765	0.997773839321261	3.12045048208394	0.0507625071072821	0.0551223964543162	0.0525345676672392	0.0870843973652691	high	chromAcc
Pulmonary devel.	2.19785802314674	0.978167184052774	4.2338625610298	0.0558491922648767	0.0598705231886225	0.059238529814432	0.0870843973652691	high	chromAcc
